year	title
1919	Back Stage
1919	Be My Wife
1919	Before Breakfast
1919	Better Times
1919	Billy Blazes, Esq.
1919	Blind Husbands
1919	Bolshevism on Trial
1919	Broken Blossoms
1919	Bumping Into Broadway
1919	Captain Kidd's Kids
1919	The Challenge of Chance
1919	Chop Suey & Co.
1919	Count the Votes
1919	Count Your Change
1919	Crack Your Heels
1919	The Crow
1919	Daddy-Long-Legs
1919	The Day She Paid
1919	A Day's Pleasure
1919	The Delicious Little Devil
1919	Don't Change Your Husband
1919	Don't Shove
1919	The Dutiful Dub
1919	The Echo of Youth
1919	The False Faces
1919	The Fighting Heart
1919	The Fighting Line
1919	The Four-Bit Man
1919	From Hand to Mouth
1919	The Girl with No Regrets
1919	Going! Going! Gone!
1919	The Grocery Clerk
1919	The Grim Game
1919	A Gun Fightin' Gentleman
1919	Hawthorne of the U.S.A.
1919	He Leads, Others Follow
1919	Heap Big Chief
1919	Heart o' the Hills
1919	His Majesty, the American
1919	His Only Father
1919	The Homesteader
1919	How the Telephone Talks
1919	I'm on My Way
1919	The Jack of Hearts
1919	A Jazzed Honeymoon
1919	Just Dropped In
1919	Just Neighbors
1919	The Kid and the Cowboy
1919	The Knickerbocker Buckaroo
1919	The Life Line
1919	Lightning Bryce
1919	Look Out Below
1919	The Lone Wolf's Daughter
1919	The Lost Battalion
1919	Love's Prisoner
1919	Male and Female
1919	A Man's Fight
1919	The Marathon
1919	The Miracle Man
1919	My Lady's Garter
1919	Never Touched Me
1919	Next Aisle Over
1919	Nine-Tenths of the Law
1919	Off the Trolley
1919	On the Fire
1919	Pay Your Dues
1919	Pistols for Breakfast
1919	Poor Relations
1919	The Rajah
1919	Ring Up the Curtain
1919	The Roaring Road
1919	A Rogue's Romance
1919	Sahara
1919	Si, Senor
1919	A Society Exile
1919	Soft Money
1919	Spring Fever
1919	Sunnyside
1919	Swat the Crook
1919	The Tell Tale Wire
1919	The Test of Honor
1919	True Heart Susie
1919	The Turn in the Road
1919	The Valley of the Giants
1919	Victory
1919	Wanted - $5,000
1919	When the Clouds Roll By
1919	The White Heather
1919	The Wicked Darling
1919	The Witness for the Defense
1919	Yankee Doodle in Berlin
1919	You're Fired
1919	Young Mr. Jazz
1920	813
1920	The $1,000,000 Reward
1920	Among Those Present
1920	The Big Catch
1920	The Brand Blotter
1920	The Broncho Kid
1920	The Call of the Road
1920	The Champion Liar
1920	A Child for Sale
1920	Cinders
1920	The Common Sin
1920	Convict 13
1920	The Copperhead
1920	The Devil's Pass Key
1920	Double Danger
1920	Dr. Jekyll and Mr. Hyde
1920	An Eastern Westerner
1920	Fight It Out
1920	The Fightin' Terror
1920	A Gamblin' Fool
1920	The Garage
1920	Get Out and Get Under
1920	The Girl in Number 29
1920	The Grinning Granger
1920	Hair Trigger Stuff
1920	Haunted Spooks
1920	Held Up for the Makin's
1920	High and Dizzy
1920	His Nose in the Book
1920	His Royal Slyness
1920	Huckleberry Finn
1920	If I Were King
1920	'In Wrong' Wright
1920	The Jack-Knife Man
1920	The Jay Bird
1920	Judy of Rogue's Harbor
1920	Lady Rose's Daughter
1920	The Last of the Mohicans
1920	The Leopard Woman
1920	Love, Honor, and Behave
1920	Madame X
1920	The Man with the Punch
1920	The Mark of Zorro
1920	Masked
1920	The Mollycoddle
1920	Neighbors
1920	Nomads of the North
1920	Now or Never
1920	Number, Please?
1920	Old Lady 31
1920	One Law for All
1920	One Week
1920	Outside the Law
1920	Over the Hill to the Poorhouse
1920	The Penalty
1920	Pollyanna
1920	The Rattler's Hiss
1920	Roarin' Dan
1920	Romance
1920	The Round-Up
1920	Runnin' Straight
1920	The Saphead
1920	The Scarecrow
1920	Sex
1920	The Sheriff's Oath
1920	Shipwrecked Among Cannibals
1920	The Shootin' Fool
1920	The Shootin' Kid
1920	The Skywayman
1920	The Smilin' Kid
1920	Something to Think About
1920	Stolen Moments
1920	The Stranger
1920	Suds
1920	Superstition
1920	Thieves' Clothes
1920	Tipped Off
1920	The Trail of the Hound
1920	Treasure Island
1920	The Two-Fisted Lover
1920	The Virgin of Stamboul
1920	Way Down East
1920	Why Change Your Wife?
1920	West Is Best
1920	Within Our Gates
1920	Wolf Tracks
1921	$10,000 Under a Pillow
1921	The Ace of Hearts
1921	Across the Divide
1921	Action
1921	Adopting a Bear Cub
1921	The Adventures of Sherlock Holmes
1921	The Adventures of Tarzan
1921	The Advisor
1921	The Affairs of Anatol
1921	Afraid of His Wife
1921	After Midnight
1921	After the Dough
1921	After the Show
1921	After Your Own Heart
1921	The Alarm
1921	Alfalfa Love
1921	Among Those Present
1921	Bandits Beware
1921	Beating the Game
1921	The Blot
1921	The Boat
1921	Brewster's Millions
1921	Brownie's Baby Doll
1921	Brownie's Little Venus
1921	Bullets or Ballots
1921	The Cactus Kid
1921	The Call of Youth
1921	Camille
1921	The Clean Up
1921	The Conquering Power
1921	Crossed Clues
1921	Disraeli
1921	Double Crossers
1921	The Driftin' Kid
1921	Every Woman's Problem
1921	Experience
1921	The Fightin' Fury
1921	The Fire Eater
1921	Fool's Paradise
1921	Forever
1921	The Four Horsemen of the Apocalypse
1921	Get-Rich-Quick Peggy
1921	The Goat
1921	God's Crucible
1921	Golfing
1921	Hail the Woman
1921	The Haunted House
1921	Her Circus Man
1921	The High Sign
1921	Humor Risk
1921	I Do
1921	The Idle Class
1921	Jim the Penman
1921	Kickaroo
1921	The Kid
1921	The Kid's Pal
1921	Little Lord Fauntleroy
1921	The Lotus Eater
1921	The Love Charm
1921	The Love Light
1921	Love Never Dies
1921	The Lucky Dog
1921	The Magic Cup
1921	The Man Who Woke Up
1921	Manhattan
1921	Miss Lulu Bett
1921	The Movie Trail
1921	A Muddy Bride
1921	Never Weaken
1921	Now or Never
1921	The Nut
1921	The Offenders
1921	On Account
1921	On with the Show
1921	Orphans of the Storm
1921	Out o' Luck
1921	Pals
1921	Passion Flower
1921	The Playhouse
1921	Playmates
1921	The Queen of Sheba
1921	Red Courage
1921	The Saddle King
1921	A Sailor-Made Man
1921	Sea Shore Shapes
1921	Sentimental Tommy
1921	Seven Years Bad Luck
1921	The Sheik
1921	Sheltered Daughters
1921	The Silver Lining
1921	The Sky Pilot
1921	Sure Fire
1921	Sweet Revenge
1921	Teddy's Goat
1921	Third Class Male
1921	The Three Musketeers
1921	Through the Back Door
1921	Tol'able David
1921	A Week Off
1921	White and Unmarried
1921	Who Was the Man?
1921	The Wild Wild West
1921	Woman's Place
1921	The Wonderful Thing
1922	The Adventures of Robinson Crusoe
1922	The Bearcat
1922	Beyond the Rocks
1922	The Blacksmith
1922	A Blind Bargain
1922	Blood and Sand
1922	Catch My Smoke
1922	Clarence
1922	Conquering the Woman
1922	Cops
1922	Daydreams
1922	Dr. Jack
1922	Dusk to Dawn
1922	The Electric House
1922	Fair Lady
1922	Flesh and Blood
1922	Foolish Wives
1922	The Frozen North
1922	The Galloping Kid
1922	The Ghost Breaker
1922	Grandma's Boy
1922	Headin' West
1922	Her Own Money
1922	Heroes of the Street
1922	The Loaded Door
1922	The Lone Hand
1922	Lorna Doone
1922	Manslaughter
1922	Moran of the Lady Letty
1922	More to Be Pitied Than Scorned
1922	Mud and Sand
1922	My Boy
1922	My Wife's Relations
1922	Nanook of the North
1922	Nero
1922	Nice People
1922	Oliver Twist
1922	One Exciting Night
1922	The Paleface
1922	Pay Day
1922	Peg o' My Heart
1922	Perils of the Yukon
1922	The Primitive Lover
1922	The Prisoner of Zenda
1922	Real Adventure
1922	Rent Free
1922	Ridin' Wild
1922	Robin Hood
1922	Saturday Night
1922	Shadows
1922	Sherlock Holmes
1922	Smilin' Through
1922	Special Delivery
1922	Step on It!
1922	Tess of the Storm Country
1922	The Timber Queen
1922	The Toll of the Sea
1922	Trimmed
1922	Watch Your Step
1922	What's Wrong with the Women?
1922	When Knighthood Was in Flower
1922	White Eagle
1922	Wildness of Youth
1922	The Young Rajah
1923	Adam's Rib
1923	Around the World in Eighteen Days
1923	Ashes of Vengeance
1923	Asleep at the Switch
1923	The Balloonatic
1923	The Barnyard
1923	Boy of Mine
1923	Black Oxen
1923	Blinky
1923	Cameo Kirby
1923	Circus Days
1923	The Country Kid
1923	The Covered Wagon
1923	Daddy
1923	The Daredevil
1923	The Daring Years
1923	Dead Game
1923	Double Dealing
1923	The Extra Girl
1923	The Gentleman from America
1923	Her Fatal Millions
1923	Homeward Bound
1923	The Hunchback of Notre Dame
1923	Java Head
1923	Kindled Courage
1923	The Love Nest
1923	Merry-Go-Round
1923	The Ne'er Do-Well
1923	Our Hospitality
1923	Out of Luck
1923	Penrod and Sam
1923	The Pilgrim
1923	Pitfalls of a Big City
1923	The Printer's Devil (film)
1923	The Purple Highway
1923	The Ramblin' Kid
1923	Rosita
1923	Safety Last!
1923	Salomé
1923	Scaramouche
1923	The Shock
1923	Shootin' for Love
1923	The Shriek of Araby
1923	The Silent Command
1923	Single Handed
1923	The Song of Love
1923	Souls for Sale
1923	Suzanna
1923	The Ten Commandments
1923	Three Ages
1923	Three Wise Fools
1923	The Thrill Chaser
1923	The Trail of the Lonesome Pine
1923	Under the Red Robe
1923	The White Sister
1923	Where's My Wandering Boy This Evening
1923	Why Worry?
1923	Within the Law
1923	The Woman of Bronze
1923	A Woman of Paris
1924	Ace of Cactus Range
1924	The Alaskan
1924	Along Came Ruth
1924	America
1924	Beau Brummel
1924	Black Oxfords
1924	Captain January
1924	Dante's Inferno
1924	Daring Youth
1924	Daughters of Pleasure
1924	Empty Hands
1924	The Enchanted Cottage
1924	Forbidden Paradise
1924	Girl Shy
1924	Greed
1924	The Hansom Cabman
1924	Happiness
1924	He Who Gets Slapped
1924	Helen's Babies
1924	Her Night of Romance
1924	His Hour
1924	Hot Water
1924	The Humming Bird
1924	Icebound
1924	The Iron Horse
1924	Isn't Life Wonderful
1924	Janice Meredith
1924	Lovers' Lane
1924	Little Robinson Crusoe
1924	The Luck o' the Foolish
1924	The Marriage Circle
1924	Monsieur Beaucaire
1924	The Navigator
1924	Open All Night
1924	Peter Pan
1924	Ride for Your Life
1924	Roaring Lions at Home
1924	The Sea Hawk
1924	Secrets
1924	A Self-Made Failure
1924	Sherlock, Jr.
1924	Stupid, But Brave
1924	The Thief of Bagdad
1924	Three Weeks
1924	Three Women
1924	Wandering Husbands
1924	The Wife of the Centaur
1924	Wild Oranges
1924	Wine
1924	Wine of Youth
1925	Are Parents People?
1925	Labotamy
1925	Ben-Hur
1925	The Big Parade
1925	Braveheart
1925	The Circle
1925	Cleaning Up
1925	Cobra
1925	Coming Through
1925	Curses!
1925	The Dark Angel
1925	Daughters Who Pay
1925	Discord in 'A' Flat
1925	Don Q, Son of Zorro
1925	The Eagle
1925	East Lynne
1925	Easy Money
1925	The Everlasting Whisper
1925	Fifty-Fifty
1925	The Fighting Dude
1925	The Freshman
1925	Go West
1925	The Gold Rush
1925	The Goose Woman
1925	Grass
1925	The Heart Breaker
1925	Heart Trouble
1925	His People
1925	His Supreme Moment
1925	The Iron Mule
1925	Isn't Life Terrible?
1925	Joanna
1925	The King on Main Street
1925	A Kiss for Cinderella
1925	The Lady
1925	Lady Windermere's Fan
1925	The Last Edition
1925	Little Annie Rooney
1925	The Lost World
1925	The Lucky Devil
1925	The Lucky Horseshoe
1925	Madame Behave
1925	Men and Women
1925	The Merry Widow
1925	The Midnight Girl
1925	The Monster
1925	The Movies
1925	The Mystic
1925	His New Suit
1925	The Party
1925	Phantom of the Opera
1925	The Plastic Age
1925	Pretty Ladies
1925	Proud Flesh
1925	The Rag Man
1925	Renegade Holmes, M.D.
1925	Sally, Irene and Mary
1925	Sally of the Sawdust
1925	Seven Chances
1925	Short Pants
1925	Smouldering Fires
1925	The Splendid Road
1925	Stella Dallas
1925	The Street of Forgotten Men
1925	The Swan
1925	Three Weeks in Paris
1925	Too Many Kisses
1925	The Taming of the West
1925	The Teaser
1925	The Tourist
1925	Tumbleweeds
1925	The Unholy Three
1925	The Wall St. Whizz
1925	The White Outlaw
1925	Wizard of Oz
1925	Wolf Blood
1925	Womanhandled
1925	A Woman of the World
1926	3 Bad Men
1926	Aloma of the South Seas
1926	Bardelys the Magnificent
1926	The Barrier
1926	The Bat
1926	Battling Butler
1926	Beau Geste
1926	The Bells
1926	Beverly of Graustark
1926	The Black Pirate
1926	La Bohème
1926	The Boy Friend
1926	Brown of Harvard
1926	College Days
1926	Cruise of the Jasper B
1926	Dangerous Traffic
1926	The Devil's Circus
1926	Don Juan
1926	Flesh and the Devil
1926	Fool's Luck
1926	Fools of Fashion
1926	For Heaven's Sake
1926	The Gay Deceiver
1926	The General
1926	The Great Gatsby
1926	The Great K & A Train Robbery
1926	Hands Up!
1926	Hell's Four Hundred
1926	High Steppers
1926	His Private Life
1926	Home Cured
1926	Irene
1926	The Johnstown Flood
1926	Kid Boots
1926	A Kiss for Cinderella
1926	Looking for Trouble
1926	Madame Mystery
1926	That Model from Paris
1926	The Magician
1926	Mare Nostrum
1926	Men of Steel
1926	My Stars
1926	Old Ironsides
1926	One Sunday Morning
1926	The Outsider
1926	Pals First
1926	Prince of Tempters
1926	The Rainmaker
1926	The Scarlet Letter
1926	The Sea Beast
1926	Sea Horses
1926	The Show Off
1926	The Son of the Sheik
1926	So's Your Old Man
1926	The Sorrows of Satan
1926	Sparrows
1926	The Strong Man
1926	The Temptress
1926	Torrent
1926	Tramp, Tramp, Tramp
1926	A Trip to Chinatown
1926	The Volga Boatman
1926	What Price Glory?
1926	Western Pluck
1926	The Whole Town's Talking
1926	The Winning of Barbara Worth
1926	A Woman of the Sea
1927	7th Heaven
1927	Annie Laurie
1927	The Beloved Rogue
1927	Captain Salvation
1927	The Cat and the Canary
1927	Chang: A Drama of the Wilderness
1927	Chicago
1927	Children of Divorce
1927	The Chinese Parrot
1927	College
1927	The College Hero
1927	The Devil Dancer
1927	The Dove
1927	The Drop Kick
1927	The Fair Co-Ed
1927	The First Auto
1927	The Gaucho
1927	Her Wild Oat
1927	His First Flame
1927	The Honorable Mr. Buggs
1927	Hula
1927	Husband Hunters
1927	It
1927	The Jazz Singer
1927	Johnny Get Your Hair Cut
1927	The Kid Brother
1927	The King of Kings
1927	The Lady in Ermine
1927	London After Midnight
1927	Long Pants
1927	The Love of Sunya
1927	Lovers
1927	The Loves of Carmen
1927	The Magic Flame
1927	Mockery
1927	My Best Girl
1927	The Patent Leather Kid
1927	Peaceful Oscar
1927	The Private Life of Helen of Troy
1927	Quality Street
1927	Red Clay
1927	The Red Mill
1927	Resurrection
1927	The Road to Romance
1927	Rookies
1927	The Scar of Shame
1927	Singed
1927	Slide, Kelly, Slide
1927	Sorrell and Son
1927	Special Delivery
1927	Spring Fever
1927	The Stolen Bride
1927	Streets of Shanghai
1927	The Student Prince in Old Heidelberg
1927	Sunrise: A Song of Two Humans
1927	Twelve Miles Out
1927	Two Arabian Knights
1927	Underworld
1927	The Unknown
1927	The Way of All Flesh
1927	When a Man Loves
1927	White Gold
1927	Why Girls Love Sailors
1927	Wings
1927	The Wreck of the Hesperus
1927	Yale vs. Harvard
1927	The Yankee Clipper
1928	Across to Singapore
1928	The Actress
1928	The Awakening
1928	Beau Sabreur
1928	Beggars of Life
1928	The Big City
1928	Bringing Up Father
1928	The Cameraman
1928	A Certain Young Man
1928	The Charge of the Gauchos
1928	The Circus
1928	The Cossacks
1928	The Crowd
1928	Detectives
1928	The Divine Woman
1928	The Docks of New York
1928	Driftwood
1928	The Fall of the House of Usher
1928	Forgotten Faces
1928	Feel My Pulse
1928	Four Sons
1928	Freedom of the Press
1928	The Gateway of the Moon
1928	Gentleman Prefer Blondes
1928	A Girl in Every Port
1928	The Godless Girl
1928	Hangman's House
1928	In Old Arizona
1928	Interference
1928	Ladies of the Mob
1928	The Last Command
1928	The Law of the Range
1928	Laugh, Clown, Laugh
1928	Lights of New York
1928	The Man Who Laughs
1928	Marry the Girl
1928	The Matinee Idol
1928	Me, Gangster
1928	The Midnight Taxi
1928	Mother Machree
1928	The Mysterious Lady
1928	Night Watch
1928	Noah's Ark
1928	The Noose
1928	On Trial
1928	Our Dancing Daughters
1928	The Patsy
1928	Plane Crazy
1928	The Power of the Press
1928	Ramona
1928	The Red Dance
1928	Red Hair
1928	Restless Youth
1928	The Road to Ruin
1928	Rose-Marie
1928	Sadie Thompson
1928	Show People
1928	Stolen Love
1928	The Singing Fool
1928	Sins of the Fathers
1928	Skyscraper
1928	The Smart Set
1928	Speedy
1928	Steamboat Bill Jr.
1928	Steamboat Willie
1928	Street Angel
1928	Take Me Home
1928	Tempest
1928	The Terror
1928	Three Sinners
1928	Tillie's Punctured Romance
1928	The Trail of '98
1928	Under the Black Eagle
1928	The Viking
1928	We Faw Down
1928	The Wedding March
1928	West of Zanzibar
1928	West Point
1928	What a Night!
1928	While the City Sleeps
1928	White Shadows in the South Seas
1928	The Wind
1928	A Woman of Affairs
1928	Yellow Lily
1929	Alibi
1929	Applause
1929	The Awful Truth
1929	Berth Marks
1929	Big Business
1929	Border Romance
1929	The Bridge of San Luis Rey
1929	Broadway
1929	The Broadway Melody
1929	Bulldog Drummond
1929	The Canary Murder Case
1929	The Carnival Man
1929	Chasing Through Europe
1929	Children of the Ritz
1929	The Cocoanuts
1929	Coquette
1929	The Cock-Eyed World
1929	Dance Hall
1929	The Dance of Life
1929	Dangerous Curves
1929	The Delightful Rogue
1929	Desert Nights
1929	The Desert Song
1929	Devil-May-Care
1929	Disraeli
1929	Dynamite
1929	Eternal Love
1929	Evangeline
1929	Fancy Baggage
1929	The Flying Fleet
1929	Footlights and Fools
1929	The Four Feathers
1929	Fox Movietone Follies of 1929
1929	Fugitives
1929	Glorifying the American Girl
1929	Gold Diggers of Broadway
1929	The Great Gabbo
1929	Half Marriage
1929	Hallelujah!
1929	Hard to Get
1929	Hardboiled Rose
1929	Hearts in Dixie
1929	Her Private Life
1929	His First Command
1929	The Girl from Woolworth's
1929	His Glorious Night
1929	The Hole in the Wall
1929	The Hollywood Revue of 1929
1929	Hot for Paris
1929	In Old Arizona
1929	The Iron Mask
1929	The Jazz Age
1929	Jazz Heaven
1929	The Kiss
1929	The Lady Lies
1929	Lady of the Pavements
1929	The Letter
1929	The Locked Door
1929	The Love Parade
1929	Love and the Devil
1929	Lucky Star
1929	Madame X
1929	Married in Hollywood
1929	The Mysterious Dr. Fu Manchu
1929	The Mysterious Island
1929	Navy Blues
1929	New York Nights
1929	Night Parade
1929	The One Woman Idea
1929	On with the Show
1929	Paris
1929	Pointed Heels
1929	Queen Kelly
1929	Redskin
1929	Red Hot Rhythm
1929	The Rescue
1929	Rio Rita
1929	The River
1929	Sally
1929	The Saturday Night Kid
1929	Show Boat
1929	The Show of Shows
1929	Side Street
1929	Sin Town
1929	A Single Man
1929	The Single Standard
1929	The Skeleton Dance
1929	Smilin' Guns
1929	Spite Marriage
1929	The Squall
1929	St. Louis Blues
1929	Street Girl
1929	Sunnyside Up
1929	Syncopation
1929	The Taming of the Shrew
1929	Tanned Legs
1929	This Thing Called Love
1929	Thunder
1929	Thunderbolt
1929	Trent's Last Case
1929	The Trespasser
1929	Two Sisters
